PO_ID,OrderDate,SupplierID,ProductID,OrderQuantity,UnitCost,TotalCost,ExpectedDelivery,ActualDelivery,Status
PO-2022-00254,9/13/2022,SUP122,P01848,2075,20.48,42488.04,10/4/2022,10/9/2022,Delivered
PO-2022-00255,2/27/2023,SUP064,P00498,2316,36.77,85150.95,4/26/2023,,Shipped
PO-2022-00256,12/13/2022,SUP005,P00455,4909,27.17,133353.1,1/26/2023,2/1/2023,Delivered
PO-2022-00257,5/16/2023,SUP120,P01172,814,15.94,12977.08,6/10/2023,6/10/2023,Delivered
PO-2022-00258,2/25/2022,SUP052,P01340,3111,46.12,143486.37,4/24/2022,,Pending
PO-2022-00259,9/27/2022,SUP102,P00732,4041,28.21,113988.52,11/13/2022,11/14/2022,Delivered
PO-2022-00260,3/24/2023,SUP031,P00496,524,31.35,16427.85,5/17/2023,5/12/2023,Delivered
PO-2022-00261,7/13/2023,SUP123,P01063,3900,40.56,158201.35,7/28/2023,8/3/2023,Delivered
PO-2022-00262,10/8/2022,SUP106,P01857,232,11.04,2562.05,10/18/2022,10/23/2022,Delivered
PO-2022-00263,8/26/2022,SUP132,P01481,1000,41.37,41367.04,9/3/2022,8/29/2022,Delivered
PO-2022-00264,6/22/2022,SUP003,P00790,1691,7.15,12094.3,7/28/2022,7/26/2022,Delivered
PO-2022-00265,11/2/2023,SUP033,P00080,1701,6.72,11431.48,11/18/2023,11/22/2023,Delivered
PO-2022-00266,9/1/2022,SUP132,P01417,1689,45.04,76069.79,9/9/2022,9/8/2022,Delivered
PO-2022-00267,12/16/2023,SUP146,P01177,209,45.21,9449.66,1/15/2024,1/12/2024,Delivered
PO-2022-00268,2/19/2023,SUP149,P01670,1449,15.57,22566.56,3/12/2023,3/17/2023,Delivered
PO-2022-00269,3/8/2022,SUP046,P01208,1158,7.28,8431.93,4/13/2022,4/9/2022,Delivered
PO-2022-00270,3/17/2022,SUP077,P01770,2670,7.8,20834.22,5/5/2022,5/1/2022,Delivered
PO-2022-00271,6/23/2023,SUP061,P01079,987,18.09,17850.53,8/14/2023,8/10/2023,Delivered
PO-2022-00272,9/24/2023,SUP065,P01279,275,20.57,5656.33,10/25/2023,10/20/2023,Delivered
PO-2022-00273,9/19/2022,SUP021,P01878,1494,33.07,49411.56,10/1/2022,,Pending
PO-2022-00274,8/20/2023,SUP031,P00302,3291,43.27,142402.03,10/13/2023,10/8/2023,Delivered
PO-2022-00275,2/3/2022,SUP022,P01232,2093,6.45,13507.14,3/10/2022,3/18/2022,Delivered
PO-2022-00276,1/6/2023,SUP136,P01465,716,34.51,24711.33,1/18/2023,1/15/2023,Delivered
PO-2022-00277,8/27/2022,SUP053,P01256,1031,5.76,5942.65,10/6/2022,10/8/2022,Delivered
PO-2022-00278,11/7/2022,SUP098,P01930,725,27.14,19673.79,12/2/2022,11/28/2022,Delivered
PO-2022-00279,4/5/2022,SUP002,P00941,3522,39.46,138994.9,4/29/2022,4/27/2022,Delivered
PO-2022-00280,4/21/2022,SUP111,P01551,881,43.76,38552.26,6/12/2022,6/15/2022,Delivered
PO-2022-00281,10/3/2022,SUP086,P01240,2580,23.76,61308.48,11/7/2022,11/10/2022,Delivered
PO-2022-00282,1/27/2023,SUP074,P01299,3622,47.22,171036.42,3/14/2023,3/19/2023,Delivered
PO-2022-00283,7/17/2023,SUP135,P01616,3354,1.18,3955.69,8/26/2023,8/28/2023,Delivered
PO-2022-00284,12/6/2022,SUP007,P01934,1745,48.72,85021.92,1/17/2023,1/17/2023,Delivered
PO-2022-00285,3/20/2022,SUP097,P00609,738,32.55,24023.25,4/22/2022,4/19/2022,Delivered
PO-2022-00286,9/26/2023,SUP107,P00944,4010,21.32,85509.87,10/5/2023,,Cancelled
PO-2022-00287,4/9/2023,SUP148,P00455,4530,28.78,130377.86,4/27/2023,5/2/2023,Delivered
PO-2022-00288,12/2/2022,SUP088,P00087,1899,49.15,93339.53,1/22/2023,1/26/2023,Delivered
PO-2022-00289,5/3/2022,SUP130,P01120,4800,19.96,95822.11,5/23/2022,6/1/2022,Delivered
PO-2022-00290,1/6/2023,SUP056,P01381,3319,21.98,72963.16,1/29/2023,1/29/2023,Delivered
PO-2022-00291,9/19/2022,SUP069,P00491,1154,24.33,28080.02,10/31/2022,11/9/2022,Delivered
PO-2022-00292,2/4/2023,SUP027,P01942,4795,43.74,209712.23,3/24/2023,4/2/2023,Delivered
PO-2022-00293,3/21/2022,SUP075,P00652,516,6.03,3111.04,4/7/2022,4/2/2022,Delivered
PO-2022-00294,8/28/2022,SUP085,P01945,955,49.03,46824.15,10/20/2022,10/19/2022,Delivered
PO-2022-00295,5/3/2022,SUP061,P00216,4904,41.56,203794.33,6/24/2022,7/1/2022,Delivered
PO-2022-00296,10/6/2023,SUP081,P00833,779,32.86,25594.08,11/25/2023,,Shipped
PO-2022-00297,8/7/2022,SUP134,P00087,1584,51.14,80999.58,9/27/2022,10/5/2022,Delivered
PO-2022-00298,6/9/2023,SUP051,P00408,3808,31.18,118740.98,7/8/2023,7/16/2023,Delivered
PO-2022-00299,10/12/2023,SUP056,P01916,2333,41.52,96872.98,11/4/2023,10/31/2023,Delivered
PO-2022-00300,4/13/2022,SUP112,P01400,2434,4.3,10478.07,5/17/2022,5/16/2022,Delivered
PO-2022-00301,7/20/2022,SUP026,P01485,3649,31.17,113725.53,9/13/2022,9/17/2022,Delivered
PO-2022-00302,12/30/2022,SUP044,P01840,3796,28.13,106796.72,2/17/2023,2/23/2023,Delivered
PO-2022-00303,4/24/2022,SUP005,P01642,1347,43.91,59140.11,6/7/2022,6/15/2022,Delivered
PO-2022-00304,7/25/2022,SUP069,P01307,2201,3.03,6658.47,9/5/2022,,Cancelled
PO-2022-00305,5/16/2022,SUP052,P01757,951,28.74,27332.72,7/13/2022,7/19/2022,Delivered
PO-2022-00306,3/25/2023,SUP132,P01652,768,45.78,35159.35,4/2/2023,3/29/2023,Delivered
PO-2022-00307,8/7/2022,SUP070,P01262,2432,2.03,4946.76,9/10/2022,9/12/2022,Delivered
PO-2022-00308,10/16/2023,SUP142,P01149,3771,35.71,134645.77,11/1/2023,11/7/2023,Delivered
PO-2022-00309,9/13/2022,SUP080,P00987,4989,42.65,212777.45,11/10/2022,11/8/2022,Delivered
PO-2022-00310,9/10/2022,SUP100,P01585,3347,8.47,28352.44,9/20/2022,9/15/2022,Delivered
PO-2022-00311,2/19/2022,SUP004,P01655,3847,17.72,68165.42,3/23/2022,3/20/2022,Delivered
PO-2022-00312,9/19/2022,SUP025,P00903,3547,48.77,172996,10/16/2022,10/18/2022,Delivered
PO-2022-00313,10/20/2022,SUP052,P00691,4551,48.06,218702.18,12/17/2022,12/24/2022,Delivered
PO-2022-00314,12/23/2022,SUP117,P00608,508,33.36,16946.42,1/21/2023,1/26/2023,Delivered
PO-2022-00315,6/22/2022,SUP103,P01659,1639,41.29,67667.17,8/18/2022,8/21/2022,Delivered
PO-2022-00316,4/22/2023,SUP072,P01106,3511,1.65,5798.47,5/30/2023,6/5/2023,Delivered
PO-2022-00317,1/16/2022,SUP023,P00333,4678,20.51,95940.3,2/24/2022,2/24/2022,Delivered
PO-2022-00318,3/30/2023,SUP122,P00742,4361,6.49,28304.01,4/20/2023,,Pending
PO-2022-00319,11/29/2022,SUP060,P00507,3292,31.48,103622.39,1/9/2023,1/11/2023,Delivered
PO-2022-00320,12/7/2023,SUP075,P00114,2367,19.19,45414.59,12/24/2023,1/2/2024,Delivered
PO-2022-00321,1/21/2023,SUP047,P00930,3424,51.3,175662.91,2/14/2023,2/15/2023,Delivered
PO-2022-00322,1/15/2023,SUP002,P01883,4947,45.89,227041.64,2/8/2023,,Cancelled
PO-2022-00323,6/12/2023,SUP115,P00535,653,14.17,9253.65,7/22/2023,7/20/2023,Delivered
PO-2022-00324,5/30/2022,SUP006,P01056,4852,29.92,145189.54,7/11/2022,,Pending
PO-2022-00325,6/26/2022,SUP068,P01613,515,4.74,2443.38,7/30/2022,,Cancelled
PO-2022-00326,3/26/2022,SUP006,P00957,2035,49.53,100797.9,5/7/2022,5/3/2022,Delivered
PO-2022-00327,8/29/2023,SUP025,P00515,4006,23.44,93888.94,9/25/2023,9/23/2023,Delivered
PO-2022-00328,11/20/2023,SUP074,P00823,642,3.09,1985.97,1/5/2024,1/14/2024,Delivered
PO-2022-00329,7/10/2022,SUP073,P00415,3671,45.97,168768.74,7/31/2022,8/3/2022,Delivered
PO-2022-00330,11/29/2023,SUP128,P01725,657,25.28,16608.16,12/19/2023,12/22/2023,Delivered
PO-2022-00331,12/3/2022,SUP016,P01325,1200,15.99,19187.17,12/25/2022,12/29/2022,Delivered
PO-2022-00332,4/14/2022,SUP063,P01670,2101,15.27,32087.99,5/10/2022,5/15/2022,Delivered
PO-2022-00333,10/5/2023,SUP120,P01413,1531,8.74,13379.73,10/30/2023,10/31/2023,Delivered
PO-2022-00334,4/22/2022,SUP095,P01764,1428,1.64,2340.94,5/9/2022,,Cancelled
PO-2022-00335,8/5/2023,SUP122,P00220,3402,4.23,14395.94,8/26/2023,,Shipped
PO-2022-00336,3/28/2023,SUP076,P00089,3826,18.18,69538.37,4/23/2023,4/21/2023,Delivered
PO-2022-00337,3/18/2023,SUP042,P01881,3379,44.17,149237.05,4/21/2023,4/16/2023,Delivered
PO-2022-00338,1/16/2023,SUP067,P01561,3006,40.9,122936.86,3/11/2023,3/6/2023,Delivered
PO-2022-00339,2/1/2022,SUP036,P00712,3197,24.54,78450.66,3/23/2022,3/26/2022,Delivered
PO-2022-00340,5/10/2022,SUP106,P01378,2345,35.82,83993.87,5/20/2022,5/17/2022,Delivered
PO-2022-00341,12/20/2023,SUP055,P00770,712,12.05,8576.43,2/3/2024,2/3/2024,Delivered
PO-2022-00342,6/17/2023,SUP047,P01444,1645,16.63,27364.38,7/11/2023,,Pending
PO-2022-00343,8/15/2023,SUP108,P01509,1013,28.44,28814.68,9/13/2023,9/19/2023,Delivered
PO-2022-00344,7/8/2023,SUP054,P01183,4891,14.5,70918.69,8/25/2023,8/30/2023,Delivered
PO-2022-00345,12/5/2022,SUP117,P00795,1822,40.71,74168.83,1/3/2023,1/4/2023,Delivered
PO-2022-00346,4/3/2022,SUP033,P01448,4314,44.96,193940.92,4/19/2022,4/28/2022,Delivered
PO-2022-00347,1/30/2022,SUP111,P01390,2947,14.81,43647.47,3/23/2022,3/20/2022,Delivered
PO-2022-00348,8/22/2022,SUP062,P00931,2899,43.28,125473.45,9/24/2022,10/1/2022,Delivered
PO-2022-00349,11/14/2022,SUP117,P00757,2612,17.1,44656.8,12/13/2022,12/19/2022,Delivered
PO-2022-00350,2/26/2022,SUP121,P00735,1193,30.25,36091.33,3/15/2022,3/24/2022,Delivered
PO-2022-00351,10/3/2022,SUP061,P00257,2128,18.8,40007.43,11/24/2022,11/25/2022,Delivered
PO-2022-00352,3/11/2023,SUP121,P00408,3440,31.26,107536.8,3/28/2023,4/6/2023,Delivered
PO-2022-00353,10/26/2022,SUP148,P01183,1860,13.27,24673.41,11/13/2022,11/8/2022,Delivered
PO-2022-00354,2/9/2023,SUP103,P01731,1074,44.27,47546.64,4/7/2023,4/15/2023,Delivered
PO-2022-00355,9/25/2023,SUP035,P00523,825,53.95,44510.99,11/19/2023,11/19/2023,Delivered
PO-2022-00356,7/3/2023,SUP089,P00524,4199,8.04,33754.07,8/16/2023,8/15/2023,Delivered
PO-2022-00357,5/14/2022,SUP094,P01386,977,9.23,9022.12,6/5/2022,6/11/2022,Delivered
PO-2022-00358,5/23/2022,SUP097,P01578,1774,15.43,27366.82,6/25/2022,6/30/2022,Delivered
PO-2022-00359,9/3/2022,SUP065,P00730,4139,37.63,155746.48,10/4/2022,10/6/2022,Delivered
PO-2022-00360,5/9/2022,SUP109,P00698,1964,16.34,32098.17,6/29/2022,6/27/2022,Delivered
PO-2022-00361,1/17/2022,SUP080,P00012,1622,5.01,8125.02,3/16/2022,3/16/2022,Delivered
PO-2022-00362,4/18/2022,SUP059,P01573,4824,27.99,135013.82,5/7/2022,,Shipped
PO-2022-00363,7/30/2023,SUP047,P00555,2272,22.87,51949.86,8/23/2023,,Pending
PO-2022-00364,4/25/2023,SUP141,P01026,4310,45.88,197746.15,6/21/2023,6/26/2023,Delivered
PO-2022-00365,7/31/2023,SUP134,P00768,2538,34.5,87552.36,9/20/2023,9/18/2023,Delivered
PO-2022-00366,1/12/2023,SUP054,P00090,2955,4.34,12819.63,3/1/2023,2/27/2023,Delivered
PO-2022-00367,5/9/2023,SUP046,P01877,4319,22.74,98216.79,6/14/2023,6/16/2023,Delivered
PO-2022-00368,5/7/2023,SUP070,P01367,4247,46.52,197551.14,6/10/2023,,Pending
PO-2022-00369,12/26/2023,SUP129,P01862,4052,28.46,115308.5,1/5/2024,1/5/2024,Delivered
PO-2022-00370,12/18/2023,SUP029,P01276,3173,44.83,142249.07,1/14/2024,,Pending
PO-2022-00371,7/4/2023,SUP110,P00468,300,34.95,10485.26,8/26/2023,8/30/2023,Delivered
PO-2022-00372,10/19/2022,SUP142,P00883,685,30.86,21137.36,11/4/2022,10/30/2022,Delivered
PO-2022-00373,1/5/2022,SUP041,P00360,3769,30.37,114473.83,2/4/2022,1/30/2022,Delivered
PO-2022-00374,7/17/2023,SUP052,P00703,733,41.69,30559.23,9/13/2023,9/17/2023,Delivered
PO-2022-00375,12/22/2023,SUP089,P01425,2026,42.26,85616.77,2/4/2024,2/9/2024,Delivered
PO-2022-00376,12/24/2023,SUP025,P00607,771,39.72,30625.31,1/20/2024,1/21/2024,Delivered
PO-2022-00377,8/21/2023,SUP039,P01054,2584,43.18,111581.66,10/17/2023,,Cancelled
PO-2022-00378,5/14/2022,SUP038,P00312,3907,11.83,46229.74,7/3/2022,7/3/2022,Delivered
PO-2022-00379,4/12/2022,SUP131,P00888,3374,11.97,40400.1,5/26/2022,6/3/2022,Delivered
PO-2022-00380,4/14/2022,SUP119,P00428,4664,11.41,53216.85,5/15/2022,5/17/2022,Delivered
PO-2022-00381,7/15/2023,SUP082,P01956,686,5.31,3644.26,9/7/2023,9/11/2023,Delivered
PO-2022-00382,4/21/2022,SUP103,P01852,1007,31.49,31712.99,6/17/2022,6/21/2022,Delivered
PO-2022-00383,2/2/2022,SUP048,P01904,206,28.29,5827.71,3/16/2022,3/24/2022,Delivered
PO-2022-00384,1/5/2023,SUP134,P00788,266,26.46,7039.25,2/25/2023,2/22/2023,Delivered
PO-2022-00385,2/11/2023,SUP065,P00816,4938,7.34,36253.88,3/14/2023,3/15/2023,Delivered
PO-2022-00386,10/30/2023,SUP071,P00062,4564,39.73,181346.08,11/22/2023,11/24/2023,Delivered
PO-2022-00387,1/26/2022,SUP130,P00050,4194,24.69,103541.22,2/15/2022,,Pending
PO-2022-00388,1/14/2023,SUP107,P01348,4524,7.8,35271.8,1/23/2023,1/23/2023,Delivered
PO-2022-00389,7/21/2023,SUP118,P00149,3948,15.31,60434.13,9/10/2023,9/5/2023,Delivered
PO-2022-00390,4/29/2023,SUP115,P00389,524,34.82,18245.96,6/8/2023,6/4/2023,Delivered
PO-2022-00391,10/18/2023,SUP060,P01664,3675,9.47,34817.76,11/28/2023,12/7/2023,Delivered
PO-2022-00392,12/29/2023,SUP075,P00447,1697,25.3,42932.63,1/15/2024,1/22/2024,Delivered
PO-2022-00393,7/18/2023,SUP124,P01917,3629,24.95,90542.87,8/17/2023,8/17/2023,Delivered
PO-2022-00394,6/12/2022,SUP083,P01688,449,42.13,18917.04,7/17/2022,7/18/2022,Delivered
PO-2022-00395,4/16/2022,SUP057,P00255,4639,38.92,180557.98,6/1/2022,,Shipped
PO-2022-00396,2/15/2022,SUP139,P00757,1476,19.15,28259.49,3/16/2022,3/13/2022,Delivered
PO-2022-00397,7/18/2023,SUP091,P00840,1440,38.36,55235.58,8/25/2023,8/20/2023,Delivered
PO-2022-00398,7/7/2023,SUP142,P00066,3381,16.79,56758.58,7/23/2023,7/22/2023,Delivered
PO-2022-00399,7/25/2023,SUP073,P01860,301,29.01,8732.6,8/15/2023,8/24/2023,Delivered
PO-2022-00400,11/24/2023,SUP006,P01313,2048,45.5,93193.64,1/5/2024,1/3/2024,Delivered
PO-2022-00401,10/23/2023,SUP107,P01591,1821,4.77,8683.73,11/1/2023,11/1/2023,Delivered
PO-2022-00402,5/24/2023,SUP067,P00104,2798,8.37,23431.1,7/17/2023,7/24/2023,Delivered
PO-2022-00403,1/18/2022,SUP024,P01208,1780,7.79,13861.22,3/6/2022,3/13/2022,Delivered
PO-2022-00404,11/29/2023,SUP012,P00781,1045,22.94,23975.95,1/15/2024,,Shipped
PO-2022-00405,7/2/2023,SUP034,P00127,1897,24.57,46603.52,8/6/2023,8/6/2023,Delivered
PO-2022-00406,1/31/2022,SUP107,P01865,4497,36.72,165107.97,2/9/2022,2/14/2022,Delivered
PO-2022-00407,9/14/2022,SUP064,P00009,2994,3.44,10289.3,11/11/2022,11/18/2022,Delivered
PO-2022-00408,1/24/2022,SUP110,P01084,4962,5.67,28114.05,3/18/2022,3/16/2022,Delivered
PO-2022-00409,7/21/2022,SUP097,P00089,2096,15.31,32096.95,8/23/2022,8/21/2022,Delivered
PO-2022-00410,10/14/2023,SUP021,P01504,4782,44.76,214054.65,10/26/2023,11/4/2023,Delivered
PO-2022-00411,4/10/2022,SUP076,P01935,3470,21.8,75647.46,5/6/2022,5/8/2022,Delivered
PO-2022-00412,11/26/2022,SUP124,P01566,4518,17.07,77139.39,12/26/2022,12/28/2022,Delivered
PO-2022-00413,1/5/2022,SUP031,P01790,3633,19.27,70007.97,2/28/2022,,Shipped
PO-2022-00414,10/31/2022,SUP136,P01582,2175,45.39,98716.32,11/12/2022,11/8/2022,Delivered
PO-2022-00415,3/29/2022,SUP144,P01722,1878,37.22,69896.22,5/4/2022,5/4/2022,Delivered
PO-2022-00416,3/11/2023,SUP144,P00218,1231,20.54,25279.12,4/16/2023,4/23/2023,Delivered
PO-2022-00417,6/6/2023,SUP029,P01072,469,42.12,19754.24,7/3/2023,7/1/2023,Delivered
PO-2022-00418,10/6/2022,SUP092,P01352,1802,39.01,70303.73,10/26/2022,10/29/2022,Delivered
PO-2022-00419,6/13/2023,SUP032,P00956,422,4.61,1947.28,8/2/2023,8/6/2023,Delivered
PO-2022-00420,10/22/2022,SUP020,P00223,2222,23.44,52084.25,11/9/2022,11/8/2022,Delivered
PO-2022-00421,6/22/2022,SUP004,P01876,3650,22.73,82968.76,7/24/2022,7/30/2022,Delivered
PO-2022-00422,6/16/2022,SUP051,P00118,1909,21.65,41337.11,7/15/2022,7/16/2022,Delivered
PO-2022-00423,2/7/2022,SUP146,P00104,2397,7.21,17285.78,3/9/2022,3/16/2022,Delivered
PO-2022-00424,7/9/2023,SUP141,P00071,1903,34.78,66189.97,9/4/2023,9/4/2023,Delivered
PO-2022-00425,1/14/2022,SUP123,P01136,1502,6.02,9041.19,1/29/2022,2/1/2022,Delivered
PO-2022-00426,9/3/2022,SUP011,P00849,3471,15.85,55021.85,9/11/2022,9/20/2022,Delivered
PO-2022-00427,12/8/2022,SUP047,P01273,859,1.08,927.61,1/1/2023,1/9/2023,Delivered
PO-2022-00428,1/16/2023,SUP047,P01369,698,12.59,8786.02,2/9/2023,2/10/2023,Delivered
PO-2022-00429,11/9/2022,SUP145,P00133,2866,2.59,7429.12,12/28/2022,12/31/2022,Delivered
PO-2022-00430,6/7/2023,SUP105,P00867,1518,38.37,58249.5,8/5/2023,8/14/2023,Delivered
PO-2022-00431,11/9/2023,SUP001,P01582,3413,46.53,158811.91,12/19/2023,12/16/2023,Delivered
PO-2022-00432,10/16/2023,SUP139,P01085,1107,36.9,40848.59,11/14/2023,,Cancelled
PO-2022-00433,2/10/2022,SUP149,P01646,4492,8.82,39604.84,3/3/2022,3/3/2022,Delivered
PO-2022-00434,6/25/2022,SUP070,P00551,2285,30.92,70646.51,7/29/2022,7/25/2022,Delivered
PO-2022-00435,3/19/2023,SUP030,P00457,4890,20.24,98954.34,5/7/2023,5/12/2023,Delivered
PO-2022-00436,3/20/2023,SUP040,P00597,254,7.24,1838.26,5/4/2023,5/2/2023,Delivered
PO-2022-00437,7/3/2022,SUP106,P01261,2038,19.23,39185.34,7/13/2022,7/8/2022,Delivered
PO-2022-00438,6/19/2023,SUP128,P01599,3497,13.86,48475.29,7/9/2023,,Cancelled
PO-2022-00439,6/2/2022,SUP019,P00551,944,30.69,28968.38,7/19/2022,7/21/2022,Delivered
PO-2022-00440,2/26/2023,SUP095,P00993,2076,42.01,87204.46,3/15/2023,3/19/2023,Delivered
PO-2022-00441,5/4/2022,SUP087,P01581,1087,30,32604.82,5/29/2022,5/27/2022,Delivered
PO-2022-00442,2/13/2023,SUP034,P01621,3728,16.04,59786.22,3/20/2023,3/17/2023,Delivered
PO-2022-00443,7/6/2023,SUP046,P01497,2523,14,35332.73,8/11/2023,8/8/2023,Delivered
PO-2022-00444,3/4/2023,SUP064,P01346,1665,2.69,4485.77,5/1/2023,5/10/2023,Delivered
PO-2022-00445,2/23/2022,SUP104,P01985,103,35.68,3674.55,3/26/2022,3/29/2022,Delivered
PO-2022-00446,11/16/2022,SUP128,P01628,600,4.42,2651.47,12/6/2022,12/11/2022,Delivered
PO-2022-00447,7/4/2022,SUP051,P01204,3247,29.15,94643.44,8/2/2022,7/28/2022,Delivered
PO-2022-00448,2/24/2022,SUP102,P01871,4272,4.86,20767.62,4/12/2022,4/14/2022,Delivered
PO-2022-00449,12/12/2023,SUP011,P01977,2190,46.42,101658.47,12/20/2023,12/25/2023,Delivered
PO-2022-00450,11/3/2022,SUP063,P01707,4091,33.28,136165.13,11/29/2022,11/25/2022,Delivered
PO-2022-00451,1/29/2023,SUP126,P01740,1507,2.95,4445.56,3/4/2023,2/27/2023,Delivered
PO-2022-00452,7/26/2022,SUP132,P01808,122,9.84,1200.12,8/3/2022,7/30/2022,Delivered
PO-2022-00453,4/14/2022,SUP135,P01479,1294,5.37,6954.95,5/24/2022,5/22/2022,Delivered
PO-2022-00454,5/5/2022,SUP136,P00317,1966,25.09,49333.55,5/17/2022,5/25/2022,Delivered
PO-2022-00455,12/5/2023,SUP088,P01762,3925,24.53,96263.8,1/25/2024,1/22/2024,Delivered
PO-2022-00456,6/4/2023,SUP098,P01430,3161,33.63,106300.18,6/29/2023,6/29/2023,Delivered
PO-2022-00457,7/30/2023,SUP072,P00893,369,24.28,8960.85,9/6/2023,9/3/2023,Delivered
PO-2022-00458,1/24/2023,SUP072,P00438,1142,44.43,50734.78,3/3/2023,,Cancelled
PO-2022-00459,8/14/2022,SUP111,P01454,4096,19.73,80804.26,10/5/2022,10/1/2022,Delivered
PO-2022-00460,2/18/2023,SUP106,P01481,1845,37.47,69136.62,2/28/2023,2/25/2023,Delivered
PO-2022-00461,2/21/2023,SUP103,P00976,1785,43.89,78350.31,4/19/2023,4/23/2023,Delivered
PO-2022-00462,5/24/2023,SUP100,P00005,3609,8.48,30619.66,6/3/2023,5/30/2023,Delivered
PO-2022-00463,9/25/2022,SUP147,P01788,783,4.14,3239.37,11/19/2022,11/20/2022,Delivered
PO-2022-00464,5/13/2022,SUP059,P01517,3936,8.92,35110.69,6/1/2022,5/28/2022,Delivered
PO-2022-00465,9/11/2023,SUP054,P01270,2650,12.35,32717.32,10/29/2023,11/2/2023,Delivered
PO-2022-00466,1/13/2022,SUP147,P01339,4880,23.16,113043.4,3/9/2022,3/14/2022,Delivered
PO-2022-00467,2/12/2022,SUP081,P01815,3600,32.06,115400.8,4/3/2022,4/12/2022,Delivered
PO-2022-00468,9/13/2023,SUP119,P01952,849,37.66,31970.12,10/14/2023,10/17/2023,Delivered
PO-2022-00469,7/14/2023,SUP084,P01714,4685,42.72,200139.65,8/5/2023,8/1/2023,Delivered
PO-2022-00470,7/25/2023,SUP114,P01475,2572,29.21,75127.96,9/17/2023,9/26/2023,Delivered
PO-2022-00471,9/8/2022,SUP135,P00339,3611,1.25,4509.55,10/18/2022,10/23/2022,Delivered
PO-2022-00472,10/5/2023,SUP025,P01681,1450,34.15,49524.37,11/1/2023,11/9/2023,Delivered
PO-2022-00473,10/29/2022,SUP077,P01567,3264,10.23,33378.37,12/17/2022,,Shipped
PO-2022-00474,9/4/2023,SUP055,P00445,2043,51.14,104483.9,10/19/2023,10/26/2023,Delivered
PO-2022-00475,5/2/2023,SUP011,P00256,3210,40.68,130577.35,5/10/2023,5/10/2023,Delivered
PO-2022-00476,1/5/2023,SUP082,P01601,2996,39.27,117667.08,2/28/2023,3/3/2023,Delivered
PO-2022-00477,3/20/2023,SUP104,P01283,2070,9.8,20287.06,4/20/2023,,Pending
PO-2022-00478,7/24/2023,SUP077,P00605,748,21.1,15786.52,9/11/2023,9/11/2023,Delivered
PO-2022-00479,4/22/2022,SUP056,P01462,184,5.67,1043.19,5/15/2022,5/11/2022,Delivered
PO-2022-00480,2/9/2023,SUP055,P01928,3199,29.21,93439.6,3/26/2023,3/24/2023,Delivered
PO-2022-00481,5/26/2023,SUP069,P00875,2121,37.77,80105.48,7/7/2023,7/8/2023,Delivered
PO-2022-00482,10/11/2022,SUP108,P01071,236,26.27,6200.51,11/9/2022,,Pending
PO-2022-00483,4/3/2023,SUP031,P00335,2705,27.04,73150.75,5/27/2023,5/29/2023,Delivered
PO-2022-00484,4/1/2023,SUP088,P01763,4253,5.93,25206.07,5/22/2023,,Cancelled
PO-2022-00485,12/30/2023,SUP016,P01383,4572,45.09,206151.6,1/21/2024,1/30/2024,Delivered
PO-2022-00486,1/29/2023,SUP077,P01639,4924,3.28,16159.81,3/19/2023,3/15/2023,Delivered
PO-2022-00487,1/18/2022,SUP070,P00561,3518,50.63,178101.97,2/21/2022,2/20/2022,Delivered
PO-2022-00488,6/15/2023,SUP110,P00368,1170,20.58,24079.98,8/7/2023,8/4/2023,Delivered
PO-2022-00489,10/2/2023,SUP065,P00143,1170,9.33,10918.8,11/2/2023,,Shipped
PO-2022-00490,12/6/2022,SUP056,P01923,4819,45.47,219115.98,12/29/2022,,Cancelled
PO-2022-00491,4/19/2023,SUP029,P01863,552,9.46,5221.72,5/16/2023,,Shipped
PO-2022-00492,6/18/2023,SUP019,P01236,1358,41.44,56273.16,8/4/2023,8/5/2023,Delivered
PO-2022-00493,7/4/2023,SUP060,P01564,811,49.43,40084.3,8/14/2023,8/10/2023,Delivered
PO-2022-00494,6/26/2022,SUP052,P00445,3298,44.99,148392.01,8/23/2022,8/30/2022,Delivered
PO-2022-00495,2/24/2023,SUP098,P01504,1566,41.99,65752.27,3/21/2023,3/29/2023,Delivered
PO-2022-00496,8/17/2023,SUP137,P01383,1256,53.29,66930.43,9/3/2023,9/8/2023,Delivered
PO-2022-00497,6/19/2022,SUP094,P01655,3508,18.95,66482.43,7/11/2022,,Shipped
PO-2022-00498,1/3/2022,SUP066,P00116,3302,30.15,99543.44,2/9/2022,2/12/2022,Delivered
PO-2022-00499,10/19/2022,SUP093,P01015,4780,34.22,163560.37,12/5/2022,12/4/2022,Delivered
PO-2022-00500,2/22/2023,SUP030,P01701,554,21.97,12170.2,4/12/2023,4/13/2023,Delivered
PO-2022-00501,5/5/2023,SUP123,P01783,1969,25.32,49856.66,5/20/2023,5/29/2023,Delivered
PO-2022-00502,9/7/2022,SUP078,P00740,3768,3.16,11907.02,10/23/2022,11/1/2022,Delivered
PO-2022-00503,8/24/2022,SUP039,P01063,2865,34.91,100022.95,10/20/2022,10/18/2022,Delivered
PO-2022-00504,5/23/2022,SUP110,P01443,1104,24.91,27502.14,7/15/2022,7/21/2022,Delivered
PO-2022-00505,1/24/2022,SUP024,P00428,3010,10.92,32874.23,3/12/2022,3/12/2022,Delivered
PO-2022-00506,11/3/2023,SUP139,P01112,3024,24.06,72742.37,12/2/2023,12/9/2023,Delivered
