ProductID,ProductName,Category,Formulation,UnitCost,SellingPrice,MinStockLevel,MaxStockLevel,ReorderPoint,Manufacturer,LastPriceUpdate
P00231,Oncology_Drug_612_60mg,Oncology,Injection,38.57,94.46,216,645,324,Johnson & Johnson,8/30/2022
P00232,Antipsychotic_Drug_561_483mg,Antipsychotic,Inhaler,24.17,87.16,157,1749,235,Merck,3/8/2023
P00233,Antipsychotic_Drug_419_476mg,Antipsychotic,Inhaler,12.37,39.25,209,2046,313,Bristol-Myers Squibb,3/17/2023
P00234,Vaccine_Drug_770_320mg,Vaccine,Tablet,35.06,112.65,340,762,510,Merck,9/29/2023
P00235,Antiviral_Drug_753_459mg,Antiviral,Tablet,41.12,156.65,329,1199,493,Merck,7/8/2023
P00236,Antiviral_Drug_36_232mg,Antiviral,Cream,30.19,96.72,278,852,417,Pfizer,3/11/2022
P00237,Gastrointestinal_Drug_708_269mg,Gastrointestinal,Inhaler,40.22,108.64,98,1455,147,Roche,8/18/2022
P00238,Oncology_Drug_67_300mg,Oncology,Capsule,17.32,69.43,430,557,645,Johnson & Johnson,6/21/2022
P00239,Antibiotic_Drug_209_291mg,Antibiotic,Ointment,23.8,51.89,403,1994,604,AbbVie,3/18/2023
P00240,Analgesic_Drug_845_477mg,Analgesic,Cream,9.35,30.19,336,1516,504,Bayer,2/24/2022
P00241,Ophthalmic_Drug_400_396mg,Ophthalmic,Tablet,19.74,46.58,185,2179,277,Novo Nordisk,4/14/2022
P00242,Antidepressant_Drug_980_360mg,Antidepressant,Cream,12.94,51.95,297,863,445,Purdue,2/10/2023
P00243,Antibiotic_Drug_743_288mg,Antibiotic,Suppository,41.48,180.28,210,1512,315,GSK,5/24/2023
P00244,Vaccine_Drug_481_151mg,Vaccine,Syrup,19.66,59.75,163,2101,244,Bayer,3/25/2023
P00245,Dermatological_Drug_180_190mg,Dermatological,Injection,30.43,107.94,456,2189,684,Novo Nordisk,2/10/2023
P00246,Dermatological_Drug_342_316mg,Dermatological,Inhaler,11.22,53.76,150,743,225,Sanofi,11/9/2023
P00247,Antibiotic_Drug_803_158mg,Antibiotic,Cream,36.35,88.11,265,2193,397,Johnson & Johnson,6/10/2023
P00248,Gastrointestinal_Drug_405_163mg,Gastrointestinal,Inhaler,11.96,58.27,115,629,172,GSK,9/23/2022
P00249,Gastrointestinal_Drug_793_253mg,Gastrointestinal,Capsule,46.22,159.98,359,1812,538,Merck,8/26/2022
P00250,Vitamin_Drug_899_483mg,Vitamin,Syrup,33.65,79.59,474,1548,711,Roche,6/21/2023
P00251,Hormone_Drug_173_444mg,Hormone,Syrup,22.19,65.14,61,627,91,Purdue,10/20/2023
P00252,Vitamin_Drug_447_390mg,Vitamin,Syrup,1.87,7.12,209,2384,313,Johnson & Johnson,4/12/2023
P00253,Hormone_Drug_517_467mg,Hormone,Injection,3.85,19.19,467,2892,700,Bristol-Myers Squibb,2/25/2022
P00254,Hormone_Drug_983_83mg,Hormone,Tablet,4.66,20.26,442,1622,663,Novo Nordisk,9/20/2022
P00255,Ophthalmic_Drug_260_260mg,Ophthalmic,Tablet,40.88,157.21,152,2075,228,Purdue,8/9/2022
P00256,Analgesic_Drug_124_422mg,Analgesic,Syrup,44.44,148.85,280,2008,420,Bristol-Myers Squibb,4/28/2023
P00257,Antiviral_Drug_92_470mg,Antiviral,Injection,19.97,97.68,63,2264,94,Johnson & Johnson,1/21/2023
P00258,Vaccine_Drug_405_246mg,Vaccine,Injection,27.23,72.04,279,2411,418,Roche,8/30/2022
P00259,Vitamin_Drug_693_338mg,Vitamin,Cream,24.9,58,222,1171,333,AbbVie,1/30/2023
P00260,Hormone_Drug_308_256mg,Hormone,Cream,24.92,61.06,232,1128,348,Purdue,9/16/2023
P00261,Ophthalmic_Drug_744_227mg,Ophthalmic,Capsule,43.12,137,282,1959,423,Sanofi,2/1/2023
P00262,Cardiovascular_Drug_192_17mg,Cardiovascular,Tablet,47.2,208.94,169,892,253,Bristol-Myers Squibb,4/7/2022
P00263,Respiratory_Drug_826_444mg,Respiratory,Capsule,41.43,144.44,281,1288,421,AstraZeneca,12/27/2023
P00264,Oncology_Drug_79_401mg,Oncology,Tablet,44.24,102.51,493,1355,739,AbbVie,3/25/2023
P00265,Antiviral_Drug_8_333mg,Antiviral,Cream,36.1,80.01,249,586,373,AstraZeneca,4/28/2023
P00266,Oncology_Drug_645_148mg,Oncology,Tablet,18.31,52.91,326,731,489,Novartis,3/12/2023
P00267,Hormone_Drug_391_499mg,Hormone,Injection,9.53,21.87,77,1062,115,Merck,12/18/2022
P00268,Oncology_Drug_138_38mg,Oncology,Suppository,26.22,123.15,160,1491,240,AstraZeneca,12/26/2022
P00269,Gastrointestinal_Drug_962_463mg,Gastrointestinal,Tablet,6.95,26.72,483,1462,724,Bayer,6/18/2022
P00270,Gastrointestinal_Drug_119_190mg,Gastrointestinal,Capsule,16.79,39.89,304,869,456,Novartis,5/3/2023
P00271,Antibiotic_Drug_781_181mg,Antibiotic,Ointment,26.52,102.09,209,2898,313,GSK,6/7/2023
P00272,Respiratory_Drug_273_424mg,Respiratory,Inhaler,5.66,17.7,451,2730,676,AbbVie,9/18/2023
P00273,Antidepressant_Drug_414_468mg,Antidepressant,Syrup,1.62,8.06,262,1185,393,Sanofi,6/28/2023
P00274,Vaccine_Drug_39_497mg,Vaccine,Inhaler,27.66,108.1,317,1756,475,Roche,9/30/2023
P00275,Oncology_Drug_360_238mg,Oncology,Ointment,33.15,83.95,184,1162,276,Merck,10/24/2023
P00276,Dermatological_Drug_534_348mg,Dermatological,Tablet,7.45,31.13,334,1269,501,Novartis,7/16/2023
P00277,Hormone_Drug_407_88mg,Hormone,Inhaler,21.26,90.88,93,960,139,Pfizer,11/27/2023
P00278,Diabetes_Drug_630_19mg,Diabetes,Inhaler,5.59,20.86,72,2960,108,Bayer,5/8/2022
P00279,Antipsychotic_Drug_136_362mg,Antipsychotic,Inhaler,37.34,173.42,235,2676,352,Purdue,4/14/2022
P00280,Diabetes_Drug_832_362mg,Diabetes,Suppository,36.92,142.07,403,1928,604,Novartis,3/7/2022
P00281,Gastrointestinal_Drug_13_393mg,Gastrointestinal,Suppository,38.29,80.64,469,2781,703,Pfizer,1/14/2022
P00282,Gastrointestinal_Drug_437_377mg,Gastrointestinal,Capsule,42.26,144.15,69,2278,103,Novo Nordisk,4/11/2022
P00283,Respiratory_Drug_623_381mg,Respiratory,Syrup,39.24,104.05,181,1543,271,Sanofi,4/14/2023
P00284,Antidepressant_Drug_871_405mg,Antidepressant,Suppository,9.18,23.35,251,2585,376,Bristol-Myers Squibb,1/20/2022
P00285,Cardiovascular_Drug_583_4mg,Cardiovascular,Inhaler,36.45,84.29,270,1025,405,Sanofi,2/24/2022
P00286,Analgesic_Drug_888_254mg,Analgesic,Syrup,30.37,115.6,73,661,109,AbbVie,3/1/2022
P00287,Diabetes_Drug_319_366mg,Diabetes,Tablet,35.08,148.66,260,905,390,Sanofi,4/27/2022
P00288,Hormone_Drug_704_19mg,Hormone,Syrup,7,29.45,481,1239,721,Pfizer,5/26/2022
P00289,Hormone_Drug_113_251mg,Hormone,Syrup,49.92,239.58,300,1826,450,Bristol-Myers Squibb,6/10/2022
P00290,Cardiovascular_Drug_260_148mg,Cardiovascular,Ointment,6.8,21.96,289,1570,433,AbbVie,3/16/2022
P00291,Antiviral_Drug_602_400mg,Antiviral,Tablet,28.71,141.8,374,2028,561,Novo Nordisk,9/11/2023
P00292,Cardiovascular_Drug_254_118mg,Cardiovascular,Ointment,39.35,85.33,247,2400,370,Novo Nordisk,10/29/2022
P00293,Respiratory_Drug_581_349mg,Respiratory,Injection,24.56,81.18,369,2456,553,Roche,12/22/2022
P00294,Antidepressant_Drug_260_126mg,Antidepressant,Capsule,45.56,197.76,280,1509,420,Purdue,7/1/2022
P00295,Vaccine_Drug_364_188mg,Vaccine,Syrup,33.19,161.63,106,2119,159,AstraZeneca,9/10/2023
P00296,Vaccine_Drug_220_391mg,Vaccine,Ointment,45.41,124.82,212,2474,318,Merck,9/10/2023
P00297,Gastrointestinal_Drug_582_44mg,Gastrointestinal,Cream,42.8,91.57,378,2336,567,GSK,9/7/2022
P00298,Dermatological_Drug_533_196mg,Dermatological,Tablet,18.02,84.68,227,2510,340,GSK,11/3/2023
P00299,Oncology_Drug_148_472mg,Oncology,Injection,46.9,101.15,192,1443,288,AbbVie,5/22/2022
P00300,Gastrointestinal_Drug_314_21mg,Gastrointestinal,Cream,10.37,31.26,131,2253,196,Novo Nordisk,1/19/2023
P00301,Ophthalmic_Drug_445_425mg,Ophthalmic,Tablet,12.04,33.14,210,1128,315,Johnson & Johnson,8/21/2023
P00302,Antiviral_Drug_593_152mg,Antiviral,Tablet,43.15,179.87,110,1072,165,Bayer,2/27/2023
P00303,Antidepressant_Drug_529_98mg,Antidepressant,Tablet,7.91,31.58,247,1352,370,Bayer,3/7/2022
P00304,Respiratory_Drug_144_368mg,Respiratory,Capsule,37.71,108.29,484,1136,726,AstraZeneca,10/21/2022
P00305,Ophthalmic_Drug_650_99mg,Ophthalmic,Injection,39.53,102.94,241,2790,361,Johnson & Johnson,10/4/2022
P00306,Analgesic_Drug_383_68mg,Analgesic,Capsule,26.45,69.16,415,1383,622,Roche,3/20/2022
P00307,Antidepressant_Drug_604_270mg,Antidepressant,Syrup,37.79,138.84,460,2605,690,GSK,9/11/2022
P00308,Diabetes_Drug_44_97mg,Diabetes,Suppository,40.12,125.01,91,1511,136,Johnson & Johnson,8/24/2023
P00309,Dermatological_Drug_427_403mg,Dermatological,Capsule,10.58,27.09,246,806,369,AstraZeneca,5/23/2023
P00310,Ophthalmic_Drug_164_485mg,Ophthalmic,Tablet,20.4,96.8,134,1404,201,AstraZeneca,7/29/2022
P00311,Respiratory_Drug_468_454mg,Respiratory,Syrup,16.52,75.52,317,2933,475,Novo Nordisk,10/10/2022
P00312,Antibiotic_Drug_40_486mg,Antibiotic,Injection,10.9,27.82,466,2767,699,Roche,11/19/2023
P00313,Dermatological_Drug_260_478mg,Dermatological,Cream,42.99,101.15,415,2281,622,Novartis,1/16/2022
P00314,Cardiovascular_Drug_109_375mg,Cardiovascular,Inhaler,32.1,80.18,70,1169,105,Merck,5/21/2023
P00315,Hormone_Drug_247_128mg,Hormone,Injection,5.56,11.61,332,2060,498,Purdue,10/28/2023
P00316,Vaccine_Drug_645_227mg,Vaccine,Ointment,41.13,148.99,238,764,357,Novo Nordisk,7/26/2023
P00317,Ophthalmic_Drug_395_450mg,Ophthalmic,Tablet,23.5,72.22,480,1887,720,GSK,5/11/2022
P00318,Ophthalmic_Drug_798_474mg,Ophthalmic,Syrup,41.47,95.46,326,2703,489,Roche,11/6/2023
P00319,Analgesic_Drug_41_307mg,Analgesic,Capsule,37.69,149.01,480,837,720,Merck,9/30/2022
P00320,Antipsychotic_Drug_651_350mg,Antipsychotic,Syrup,2.52,10.63,320,1430,480,GSK,3/7/2022
P00321,Diabetes_Drug_248_156mg,Diabetes,Suppository,9.19,36.45,96,2458,144,Pfizer,10/2/2023
P00322,Hormone_Drug_516_442mg,Hormone,Injection,15.96,42.1,458,2338,687,Novo Nordisk,11/9/2022
P00323,Antipsychotic_Drug_302_142mg,Antipsychotic,Cream,40.56,88.31,450,1050,675,GSK,4/25/2022
P00324,Cardiovascular_Drug_251_219mg,Cardiovascular,Ointment,6.44,21.52,456,1966,684,Merck,5/22/2022
P00325,Analgesic_Drug_840_190mg,Analgesic,Cream,48.86,113.95,84,2182,126,Purdue,10/8/2022
P00326,Oncology_Drug_270_154mg,Oncology,Suppository,7.25,29.89,151,2250,226,Novo Nordisk,3/2/2023
P00327,Diabetes_Drug_284_468mg,Diabetes,Tablet,41.64,118.45,222,2159,333,Purdue,2/2/2023
P00328,Oncology_Drug_437_317mg,Oncology,Ointment,3.26,12.07,213,785,319,Purdue,3/30/2022
P00329,Vaccine_Drug_821_227mg,Vaccine,Injection,37.42,80.24,492,2881,738,Purdue,5/29/2023
P00330,Gastrointestinal_Drug_622_86mg,Gastrointestinal,Cream,10.08,22.55,474,2155,711,Bristol-Myers Squibb,3/3/2022
P00331,Cardiovascular_Drug_670_268mg,Cardiovascular,Suppository,49.78,227.35,84,1278,126,Roche,11/21/2022
P00332,Analgesic_Drug_963_172mg,Analgesic,Cream,26.74,56.1,466,2544,699,Novo Nordisk,4/27/2023
P00333,Oncology_Drug_65_8mg,Oncology,Suppository,22.09,65.18,350,842,525,AbbVie,6/23/2022
P00334,Hormone_Drug_873_147mg,Hormone,Inhaler,22.73,86.86,75,1319,112,Novo Nordisk,7/4/2023
P00335,Analgesic_Drug_669_179mg,Analgesic,Tablet,26.11,60.38,181,2346,271,Merck,3/17/2022
P00336,Vitamin_Drug_854_492mg,Vitamin,Injection,30.43,128.74,243,2507,364,Pfizer,8/7/2023
P00337,Antiviral_Drug_262_214mg,Antiviral,Ointment,2.95,11.25,202,2436,303,Novartis,10/10/2023
P00338,Diabetes_Drug_362_449mg,Diabetes,Syrup,24.18,93.52,490,2640,735,Novo Nordisk,3/8/2023
P00339,Vitamin_Drug_824_177mg,Vitamin,Syrup,1.27,2.57,190,1200,285,AstraZeneca,7/9/2023
P00340,Analgesic_Drug_865_90mg,Analgesic,Syrup,22.49,59.72,344,840,516,Sanofi,12/29/2022
P00341,Antidepressant_Drug_233_265mg,Antidepressant,Ointment,14.94,66.55,393,2072,589,Roche,7/25/2023
P00342,Antiviral_Drug_41_39mg,Antiviral,Inhaler,35.41,176.29,446,2227,669,Bristol-Myers Squibb,5/7/2022
P00343,Vaccine_Drug_1_168mg,Vaccine,Cream,21.14,99.84,157,518,235,Roche,4/19/2022
P00344,Ophthalmic_Drug_240_417mg,Ophthalmic,Cream,47.75,198.84,350,2650,525,Bayer,6/23/2022
P00345,Antiviral_Drug_431_215mg,Antiviral,Ointment,43.71,121.08,226,2210,339,Purdue,11/4/2023
P00346,Hormone_Drug_594_485mg,Hormone,Syrup,21.53,91.58,196,2274,294,Pfizer,11/28/2022
P00347,Respiratory_Drug_655_41mg,Respiratory,Injection,33.76,136.26,472,2293,708,GSK,9/23/2022
P00348,Vaccine_Drug_563_118mg,Vaccine,Capsule,9.42,36.87,250,2063,375,Roche,5/29/2023
P00349,Vitamin_Drug_387_400mg,Vitamin,Ointment,41.18,168.21,399,2843,598,AbbVie,2/23/2023
P00350,Dermatological_Drug_311_301mg,Dermatological,Tablet,40.59,107.49,406,1736,609,Bayer,10/6/2022
P00351,Oncology_Drug_294_284mg,Oncology,Tablet,42.74,137.27,326,1961,489,Bristol-Myers Squibb,1/10/2023
P00352,Gastrointestinal_Drug_998_122mg,Gastrointestinal,Cream,19.83,66.44,79,2389,118,AbbVie,2/10/2022
P00353,Hormone_Drug_360_75mg,Hormone,Inhaler,19.13,39.83,97,2541,145,AbbVie,11/10/2023
P00354,Antibiotic_Drug_668_421mg,Antibiotic,Suppository,44.61,135.51,56,2968,84,Purdue,10/31/2023
P00355,Respiratory_Drug_914_476mg,Respiratory,Syrup,19.91,87.11,468,1950,702,Novartis,7/30/2023
P00356,Antipsychotic_Drug_930_176mg,Antipsychotic,Suppository,49.41,166.12,165,1963,247,Purdue,9/17/2023
P00357,Vitamin_Drug_837_414mg,Vitamin,Capsule,27.06,65.14,425,942,637,Sanofi,6/4/2022
P00358,Vaccine_Drug_363_448mg,Vaccine,Ointment,16.35,39.91,283,2341,424,Roche,6/26/2023
P00359,Respiratory_Drug_122_125mg,Respiratory,Cream,19.37,66.28,86,2717,129,Merck,12/9/2023
P00360,Antibiotic_Drug_201_369mg,Antibiotic,Syrup,30.74,75.46,334,576,501,Pfizer,4/19/2022
P00361,Antidepressant_Drug_69_165mg,Antidepressant,Syrup,27.54,118.03,354,2432,531,Novartis,12/9/2022
P00362,Diabetes_Drug_554_354mg,Diabetes,Injection,3.82,11.56,465,1261,697,AbbVie,6/17/2023
P00363,Ophthalmic_Drug_359_324mg,Ophthalmic,Injection,29.57,147.82,434,2127,651,Bristol-Myers Squibb,4/21/2022
P00364,Antibiotic_Drug_996_435mg,Antibiotic,Injection,16.97,74.29,322,2651,483,Novo Nordisk,6/14/2022
P00365,Antiviral_Drug_520_284mg,Antiviral,Cream,35.83,169.15,54,1156,81,Novartis,4/27/2022
P00366,Antibiotic_Drug_822_173mg,Antibiotic,Injection,7.4,32.35,96,2793,144,AbbVie,6/1/2023
P00367,Cardiovascular_Drug_20_425mg,Cardiovascular,Suppository,47.26,115.62,95,1517,142,Novo Nordisk,10/28/2023
P00368,Ophthalmic_Drug_820_352mg,Ophthalmic,Syrup,19.39,55.4,119,1194,178,Pfizer,8/4/2022
P00369,Antiviral_Drug_923_203mg,Antiviral,Inhaler,44.83,150.98,241,2214,361,AbbVie,11/18/2023
P00370,Hormone_Drug_772_391mg,Hormone,Inhaler,10.82,25.19,414,662,621,Purdue,12/3/2022
P00371,Cardiovascular_Drug_864_328mg,Cardiovascular,Tablet,22.97,81.11,196,1846,294,Bristol-Myers Squibb,10/14/2022
P00372,Antiviral_Drug_114_480mg,Antiviral,Suppository,36.41,148.47,71,2249,106,Sanofi,11/16/2022
P00373,Vaccine_Drug_976_204mg,Vaccine,Cream,26.9,117.83,243,1195,364,Novo Nordisk,1/19/2022
P00374,Antibiotic_Drug_794_113mg,Antibiotic,Suppository,1.7,7.16,376,1041,564,Bayer,7/3/2023
P00375,Cardiovascular_Drug_549_141mg,Cardiovascular,Inhaler,38.68,153.78,281,1147,421,Pfizer,11/7/2023
P00376,Diabetes_Drug_703_104mg,Diabetes,Capsule,4.8,15.47,72,1301,108,Merck,3/16/2022
P00377,Diabetes_Drug_771_398mg,Diabetes,Suppository,4.54,22.09,237,2515,355,Novartis,12/24/2022
P00378,Antibiotic_Drug_657_375mg,Antibiotic,Suppository,4.57,14.66,211,2869,316,AbbVie,10/17/2022
P00379,Antiviral_Drug_904_215mg,Antiviral,Injection,45.4,134.59,169,2090,253,Roche,11/17/2022
P00380,Cardiovascular_Drug_670_437mg,Cardiovascular,Tablet,11.52,37.42,318,2056,477,Bayer,12/27/2023
P00381,Hormone_Drug_183_23mg,Hormone,Tablet,23.24,103.75,81,1969,121,Merck,7/18/2023
P00382,Analgesic_Drug_882_14mg,Analgesic,Suppository,12.5,36.37,227,2959,340,Merck,1/30/2022
P00383,Hormone_Drug_205_59mg,Hormone,Syrup,20.67,51.18,313,1989,469,GSK,12/20/2022
P00384,Hormone_Drug_873_204mg,Hormone,Injection,1.01,3.57,98,1964,147,Sanofi,4/6/2022
P00385,Antidepressant_Drug_209_343mg,Antidepressant,Ointment,23.88,72.14,137,1317,205,AbbVie,6/6/2022
P00386,Ophthalmic_Drug_633_65mg,Ophthalmic,Injection,42.29,124.33,156,636,234,Purdue,5/21/2022
P00387,Diabetes_Drug_198_112mg,Diabetes,Tablet,34.08,80.02,105,2495,157,Johnson & Johnson,8/6/2022
P00388,Vitamin_Drug_828_475mg,Vitamin,Tablet,7.82,21.6,266,1405,399,Novartis,1/13/2022
P00389,Antipsychotic_Drug_536_364mg,Antipsychotic,Tablet,34.13,164.91,60,2308,90,Bayer,6/17/2023
P00390,Analgesic_Drug_723_140mg,Analgesic,Injection,18.64,90.78,342,1412,513,AbbVie,7/7/2023
P00391,Diabetes_Drug_496_146mg,Diabetes,Inhaler,38.77,77.88,305,2497,457,Johnson & Johnson,1/13/2022
P00392,Antibiotic_Drug_397_100mg,Antibiotic,Cream,33.21,113.47,80,1148,120,AstraZeneca,4/10/2022
P00393,Vitamin_Drug_173_237mg,Vitamin,Inhaler,46.61,110.8,211,2251,316,Novo Nordisk,1/28/2022
P00394,Antidepressant_Drug_940_149mg,Antidepressant,Syrup,10.76,50.26,77,1321,115,AbbVie,8/23/2022
P00395,Diabetes_Drug_313_49mg,Diabetes,Cream,26.28,73.66,167,2601,250,Roche,8/9/2023
P00396,Vaccine_Drug_677_102mg,Vaccine,Cream,35.76,173.31,329,2505,493,Novo Nordisk,1/22/2023
P00397,Hormone_Drug_17_268mg,Hormone,Ointment,1.49,5.05,231,1383,346,Purdue,1/13/2023
P00398,Ophthalmic_Drug_230_321mg,Ophthalmic,Capsule,38.93,168.13,389,618,583,AstraZeneca,8/27/2023
P00399,Respiratory_Drug_795_181mg,Respiratory,Syrup,19.75,61.29,219,2222,328,Roche,5/14/2022
P00400,Antiviral_Drug_736_153mg,Antiviral,Suppository,26.38,80.31,82,2602,123,AbbVie,6/12/2023
P00401,Dermatological_Drug_484_461mg,Dermatological,Cream,2.16,10.14,184,806,276,Pfizer,12/30/2023
P00402,Oncology_Drug_45_214mg,Oncology,Suppository,45.07,186.16,108,1143,162,Bristol-Myers Squibb,9/2/2023
P00403,Antibiotic_Drug_205_79mg,Antibiotic,Syrup,29.53,146.78,173,1741,259,Johnson & Johnson,10/7/2023
P00404,Oncology_Drug_980_434mg,Oncology,Suppository,18.92,50.63,380,777,570,AbbVie,7/18/2022
P00405,Respiratory_Drug_26_25mg,Respiratory,Tablet,49.1,175.87,443,2814,664,Purdue,2/16/2023
P00406,Dermatological_Drug_833_49mg,Dermatological,Injection,36.52,132.07,224,715,336,Bayer,11/17/2023
P00407,Antibiotic_Drug_753_370mg,Antibiotic,Capsule,12.28,26.2,54,2343,81,Pfizer,2/26/2023
P00408,Dermatological_Drug_15_224mg,Dermatological,Capsule,34.3,76.45,110,1645,165,Merck,7/28/2023
P00409,Antidepressant_Drug_210_78mg,Antidepressant,Ointment,22.21,47.35,251,2849,376,Merck,4/3/2022
P00410,Oncology_Drug_493_235mg,Oncology,Syrup,39.86,181.82,157,2878,235,AbbVie,5/7/2023
P00411,Antidepressant_Drug_272_68mg,Antidepressant,Tablet,49.75,205.72,404,1775,606,Sanofi,3/22/2023
P00412,Gastrointestinal_Drug_139_357mg,Gastrointestinal,Syrup,30.08,66.75,138,2821,207,Merck,6/3/2022
P00413,Antidepressant_Drug_620_371mg,Antidepressant,Syrup,47.24,230.55,334,2672,501,Roche,3/26/2023
P00414,Antibiotic_Drug_520_141mg,Antibiotic,Inhaler,38.88,113.92,411,507,616,Pfizer,3/3/2023
P00415,Antiviral_Drug_187_84mg,Antiviral,Tablet,42.91,163.45,137,2377,205,Roche,3/15/2022
P00416,Analgesic_Drug_988_156mg,Analgesic,Cream,3.26,14.42,475,2718,712,AstraZeneca,11/18/2022
P00417,Antiviral_Drug_944_91mg,Antiviral,Suppository,24.56,97.93,327,848,490,Sanofi,9/22/2022
P00418,Antidepressant_Drug_247_155mg,Antidepressant,Suppository,25.24,89.3,83,2022,124,Johnson & Johnson,2/8/2023
P00419,Antipsychotic_Drug_675_99mg,Antipsychotic,Ointment,49.63,156.78,162,773,243,Roche,4/1/2022
P00420,Antibiotic_Drug_961_114mg,Antibiotic,Syrup,45.99,106.03,306,653,459,Sanofi,11/11/2022
P00421,Dermatological_Drug_105_389mg,Dermatological,Tablet,9.59,44.12,427,1716,640,Bristol-Myers Squibb,8/3/2023
P00422,Antipsychotic_Drug_651_312mg,Antipsychotic,Suppository,26.32,112.55,484,1160,726,Novo Nordisk,4/19/2022
P00423,Ophthalmic_Drug_303_327mg,Ophthalmic,Inhaler,20.65,88.57,203,1051,304,Johnson & Johnson,3/25/2022
P00424,Hormone_Drug_628_109mg,Hormone,Capsule,17.25,78.75,270,1891,405,AbbVie,5/9/2023
P00425,Gastrointestinal_Drug_836_378mg,Gastrointestinal,Injection,23.54,53.79,320,2968,480,Novartis,2/9/2022
P00426,Hormone_Drug_164_482mg,Hormone,Cream,43.92,158.87,73,789,109,AstraZeneca,9/20/2023
P00427,Antiviral_Drug_581_351mg,Antiviral,Cream,38.51,77.02,303,680,454,Bayer,12/1/2023
P00428,Antidepressant_Drug_357_313mg,Antidepressant,Ointment,10.98,22.29,187,2938,280,Purdue,5/30/2023
P00429,Diabetes_Drug_815_452mg,Diabetes,Ointment,32.39,105.2,381,2034,571,Bristol-Myers Squibb,12/9/2022
P00430,Respiratory_Drug_542_190mg,Respiratory,Capsule,41.02,104.39,406,1635,609,Novartis,2/16/2022
P00431,Antidepressant_Drug_551_16mg,Antidepressant,Syrup,27.58,67.54,71,712,106,Novartis,7/21/2022
P00432,Dermatological_Drug_767_254mg,Dermatological,Capsule,47.66,101.39,58,1476,87,Bayer,7/14/2023
P00433,Analgesic_Drug_153_123mg,Analgesic,Inhaler,35.72,89.88,454,2356,681,Pfizer,5/4/2023
P00434,Hormone_Drug_194_104mg,Hormone,Suppository,40.37,95.52,320,2414,480,Sanofi,6/16/2022
P00435,Vitamin_Drug_313_81mg,Vitamin,Ointment,3.54,8.59,467,1262,700,Merck,9/19/2022
P00436,Analgesic_Drug_245_3mg,Analgesic,Syrup,36.63,135.03,386,1060,579,Johnson & Johnson,7/11/2022
P00437,Cardiovascular_Drug_963_474mg,Cardiovascular,Tablet,19.97,94.25,320,2067,480,Pfizer,2/12/2022
P00438,Analgesic_Drug_488_78mg,Analgesic,Injection,48.54,160.81,363,2324,544,Purdue,12/29/2023
P00439,Dermatological_Drug_851_390mg,Dermatological,Cream,48.38,104.26,426,1492,639,Pfizer,3/29/2023
P00440,Dermatological_Drug_390_488mg,Dermatological,Suppository,36.01,174.92,62,2355,93,Novartis,7/9/2023
P00441,Respiratory_Drug_660_95mg,Respiratory,Tablet,43.7,175.59,477,2037,715,Roche,6/3/2023
P00442,Vaccine_Drug_375_451mg,Vaccine,Suppository,31.77,87.13,163,1094,244,AstraZeneca,5/4/2022
P00443,Cardiovascular_Drug_12_126mg,Cardiovascular,Tablet,10.38,33.58,102,2878,153,Merck,4/7/2022
P00444,Antipsychotic_Drug_924_334mg,Antipsychotic,Tablet,13.11,40.22,118,2665,177,GSK,5/4/2023
P00445,Diabetes_Drug_197_379mg,Diabetes,Ointment,49.12,213.9,499,951,748,Johnson & Johnson,8/14/2023
P00446,Antiviral_Drug_215_403mg,Antiviral,Ointment,30.45,151.37,177,2345,265,AstraZeneca,12/4/2022
P00447,Hormone_Drug_361_57mg,Hormone,Capsule,23.06,113.72,441,2765,661,GSK,6/2/2023
P00448,Respiratory_Drug_412_318mg,Respiratory,Cream,10.3,38.59,218,2488,327,Pfizer,11/20/2023
P00449,Ophthalmic_Drug_387_266mg,Ophthalmic,Inhaler,14.16,40.53,147,2326,220,Sanofi,6/15/2022
P00450,Antidepressant_Drug_939_439mg,Antidepressant,Capsule,4.7,22.82,344,718,516,Novartis,7/7/2023
P00451,Antidepressant_Drug_108_403mg,Antidepressant,Syrup,28.12,110.37,133,2914,199,Merck,5/14/2022
P00452,Hormone_Drug_778_73mg,Hormone,Injection,29.59,105.85,401,1059,601,Novartis,5/23/2023
P00453,Antibiotic_Drug_452_65mg,Antibiotic,Cream,23.01,88.28,132,1677,198,Novartis,10/24/2023
P00454,Diabetes_Drug_917_379mg,Diabetes,Suppository,31.64,98.74,297,2313,445,Bristol-Myers Squibb,10/11/2022
P00455,Cardiovascular_Drug_301_68mg,Cardiovascular,Tablet,27.56,132.81,56,1316,84,Sanofi,2/24/2023
P00456,Gastrointestinal_Drug_46_106mg,Gastrointestinal,Cream,48.87,112.68,465,2809,697,GSK,2/23/2022
P00457,Antibiotic_Drug_756_341mg,Antibiotic,Injection,22.27,61.82,176,1932,264,Bristol-Myers Squibb,1/14/2023
P00458,Gastrointestinal_Drug_922_403mg,Gastrointestinal,Injection,31.05,121.5,297,1359,445,Sanofi,7/31/2022
P00459,Vitamin_Drug_39_369mg,Vitamin,Suppository,3.45,16.33,294,650,441,Pfizer,1/1/2023
P00460,Antipsychotic_Drug_944_290mg,Antipsychotic,Injection,23.49,98.62,345,2750,517,Sanofi,6/10/2022
P00461,Dermatological_Drug_338_94mg,Dermatological,Suppository,42.09,185.84,353,2026,529,Novo Nordisk,6/13/2022
