TransactionID,Date,ProductID,TransactionType,Quantity,BatchNumber,SupplierID,WarehouseLocation,ExpiryDate,UnitCost,EmployeeID,ReferencePO,ReasonCode,StockLevelAfter
T000231,12/11/2023,P01643,Purchase,1543,BATCH-1055,SUP002,B36,11/16/2024,17.28,EMP013,PO-2022-03197,,3092
T000232,10/2/2022,P00417,Purchase,715,BATCH-6430,SUP056,B21,4/30/2025,24.56,EMP015,PO-2022-03616,,1274
T000233,7/4/2023,P01177,Purchase,826,BATCH-4936,SUP011,A42,5/3/2025,41.75,EMP042,PO-2022-04643,,3315
T000234,7/18/2022,P00436,Write-off,-40,BATCH-6397,,A24,5/16/2024,36.63,EMP005,,EXPIRED,2903
T000235,9/6/2022,P01109,Sale,-29,BATCH-2569,,A20,4/10/2023,47.68,EMP018,,,3839
T000236,9/17/2022,P01675,Purchase,2781,BATCH-5678,SUP141,B27,1/6/2025,35.72,EMP020,PO-2022-01130,,7576
T000237,3/29/2023,P00595,Purchase,1448,BATCH-1439,SUP016,D07,2/23/2024,29.31,EMP002,PO-2022-00006,,2179
T000238,1/6/2022,P00290,Sale,-4,BATCH-8500,,C34,12/1/2024,6.8,EMP003,,,1509
T000239,8/12/2023,P01471,Sale,-90,BATCH-4594,,B37,6/2/2024,34.18,EMP004,,,4540
T000240,9/5/2023,P01992,Sale,-37,BATCH-1566,,D23,10/6/2025,31.67,EMP041,,,2212
T000241,4/13/2022,P00228,Sale,-67,BATCH-7929,,C09,7/27/2024,19.3,EMP001,,,2073
T000242,12/23/2022,P01719,Adjustment,11,BATCH-3169,,B46,9/2/2023,7.33,EMP001,,OTHER,2783
T000243,12/9/2022,P00371,Sale,-94,BATCH-3122,,B41,3/7/2025,22.97,EMP015,,,1631
T000244,1/9/2023,P01510,Sale,-5,BATCH-6370,,C16,9/15/2024,9.43,EMP039,,,4215
T000245,7/19/2023,P01911,Purchase,643,BATCH-6130,SUP002,C33,6/24/2026,25.2,EMP004,PO-2022-00465,,4893
T000246,11/8/2022,P01360,Purchase,2595,BATCH-4595,SUP052,B23,3/10/2024,20.99,EMP016,,,3108
T000247,8/15/2022,P00349,Purchase,2423,BATCH-7496,SUP113,A36,4/21/2024,41.18,EMP022,,,4152
T000248,1/20/2023,P01045,Adjustment,-12,BATCH-4414,,D18,12/22/2025,9.96,EMP029,,THEFT,3777
T000249,8/17/2023,P00591,Sale,-31,BATCH-8246,,B08,7/4/2024,17.54,EMP045,,,3407
T000250,3/27/2023,P01260,Purchase,1417,BATCH-4917,SUP058,C47,11/12/2024,35.92,EMP025,PO-2022-04306,,5622
T000251,8/5/2023,P00993,Purchase,1172,BATCH-2465,SUP019,B32,8/30/2024,41.36,EMP022,,,5812
T000252,3/4/2022,P01560,Sale,-81,BATCH-2875,,A17,12/30/2023,30.25,EMP048,,,4782
T000253,2/13/2022,P01689,Purchase,974,BATCH-4175,SUP106,B11,10/3/2022,44.18,EMP031,PO-2022-04301,,2607
T000254,4/23/2022,P01840,Sale,-79,BATCH-8567,,D11,1/11/2025,27.78,EMP003,,,733
T000255,11/16/2022,P00634,Sale,-44,BATCH-9094,,B44,5/19/2023,24.37,EMP043,,,4639
T000256,3/23/2023,P01871,Sale,-72,BATCH-8469,,C02,7/31/2025,4.86,EMP028,,,1678
T000257,1/21/2022,P01711,Return,21,BATCH-9669,,A28,4/4/2024,43.39,EMP022,,RETURN,850
T000258,4/12/2022,P00531,Purchase,791,BATCH-7365,SUP042,A09,3/30/2023,28.08,EMP009,PO-2022-01927,,4723
T000259,6/17/2023,P00024,Sale,-93,BATCH-8628,,D30,10/4/2024,19.02,EMP004,,,1241
T000260,5/11/2022,P01933,Sale,-73,BATCH-6434,,C29,4/2/2025,11.18,EMP014,,,3221
T000261,7/2/2023,P01430,Return,45,BATCH-9608,,A11,10/14/2025,32.44,EMP003,,RETURN,3776
T000262,12/20/2022,P01433,Sale,-67,BATCH-9071,,D09,1/15/2024,29.77,EMP049,,,1618
T000263,12/11/2022,P01035,Purchase,1997,BATCH-4642,SUP124,A45,3/30/2024,18.18,EMP025,PO-2022-04513,,5212
T000264,12/2/2023,P00388,Return,25,BATCH-9820,,A32,6/6/2024,7.82,EMP018,,RETURN,3629
T000265,6/17/2022,P01355,Purchase,282,BATCH-6017,SUP040,C18,8/7/2023,20.95,EMP025,PO-2022-04895,,4515
T000266,7/10/2022,P00930,Sale,-72,BATCH-6543,,C23,2/10/2024,49.64,EMP014,,,4795
T000267,8/10/2022,P00658,Sale,-36,BATCH-5865,,D11,9/16/2023,20.4,EMP023,,,797
T000268,2/7/2022,P01477,Sale,-16,BATCH-8263,,C04,2/8/2023,41.68,EMP029,,,2221
T000269,8/27/2023,P01030,Purchase,1596,BATCH-2805,SUP099,D29,5/1/2026,24.07,EMP015,PO-2022-00101,,2548
T000270,10/21/2023,P00102,Return,31,BATCH-4426,,D04,2/25/2025,38.62,EMP048,,RETURN,1891
T000271,7/7/2023,P01177,Purchase,331,BATCH-9168,SUP130,C32,4/10/2026,41.75,EMP031,,,3646
T000272,9/24/2023,P00864,Purchase,1318,BATCH-6673,SUP046,A47,9/9/2025,33.55,EMP007,PO-2022-03419,,4890
T000273,9/21/2022,P01539,Adjustment,2,BATCH-7394,,B49,4/10/2023,27.54,EMP034,,COUNT_ERROR,2404
T000274,6/26/2023,P01583,Sale,-14,BATCH-4951,,C05,11/15/2024,49.6,EMP014,,,2568
T000275,4/8/2023,P01464,Purchase,837,BATCH-3115,SUP056,C48,7/9/2024,28.07,EMP045,PO-2022-02125,,4034
T000276,5/23/2022,P01835,Sale,-33,BATCH-3806,,C26,9/25/2023,23.35,EMP019,,,4483
T000277,8/17/2023,P00041,Sale,-3,BATCH-6806,,C44,2/2/2025,4.48,EMP043,,,2732
T000278,10/6/2022,P01495,Sale,-58,BATCH-4809,,C18,9/18/2023,49.09,EMP038,,,2183
T000279,1/8/2023,P00082,Sale,-46,BATCH-4638,,C23,3/24/2024,40.45,EMP030,,,2832
T000280,4/2/2022,P01940,Sale,-65,BATCH-3086,,B46,9/28/2024,45.43,EMP029,,,1892
T000281,2/19/2023,P01689,Purchase,1425,BATCH-7521,SUP018,D34,1/9/2026,44.18,EMP042,PO-2022-04524,,4032
T000282,7/3/2022,P00441,Sale,-66,BATCH-3133,,B38,3/31/2024,43.7,EMP026,,,4190
T000283,12/30/2023,P01894,Sale,-55,BATCH-9513,,B23,10/18/2026,38.35,EMP049,,,3071
T000284,5/5/2023,P00200,Purchase,2956,BATCH-7913,SUP113,D41,11/6/2025,39.85,EMP028,PO-2022-04304,,7302
T000285,4/4/2023,P01695,Sale,-74,BATCH-5331,,A46,4/30/2025,48.03,EMP044,,,3570
T000286,9/1/2022,P00156,Sale,-49,BATCH-4679,,C06,10/26/2024,37.14,EMP023,,,3708
T000287,12/14/2023,P00819,Purchase,2524,BATCH-5953,SUP004,B41,8/24/2025,41.24,EMP048,PO-2022-03791,,6484
T000288,7/2/2022,P00310,Purchase,530,BATCH-1204,SUP033,D33,12/25/2023,20.4,EMP040,,,1095
T000289,7/11/2023,P01430,Purchase,1908,BATCH-1993,SUP115,D14,2/5/2026,32.44,EMP031,PO-2022-01358,,5684
T000290,5/19/2023,P01231,Sale,-28,BATCH-9266,,C24,2/29/2024,47.34,EMP045,,,4004
T000291,3/25/2022,P00498,Adjustment,-4,BATCH-8057,,B26,5/24/2024,33.44,EMP035,,RETURN,597
T000292,4/7/2022,P01892,Adjustment,-18,BATCH-2124,,C48,2/4/2024,31.75,EMP006,,OTHER,5373
T000293,8/11/2022,P00403,Return,10,BATCH-7652,,A21,8/9/2023,29.53,EMP002,,RETURN,2443
T000294,5/8/2023,P01319,Purchase,1089,BATCH-4092,SUP118,B09,5/4/2024,39.07,EMP045,PO-2022-01834,,5228
T000295,10/21/2023,P00744,Purchase,751,BATCH-7696,SUP134,A41,6/12/2024,17.09,EMP041,,,5412
T000296,6/20/2022,P01642,Write-off,-86,BATCH-3076,,C46,10/6/2023,45.34,EMP008,,RETURN,1800
T000297,9/4/2022,P01986,Sale,-57,BATCH-6346,,C46,2/27/2024,38.62,EMP044,,,3363
T000298,8/3/2022,P01781,Sale,-64,BATCH-4031,,D29,11/25/2023,35.57,EMP037,,,2627
T000299,12/28/2022,P00224,Purchase,1497,BATCH-4818,SUP133,B26,3/9/2025,46.79,EMP049,PO-2022-02204,,4703
T000300,8/14/2022,P00817,Sale,-7,BATCH-9365,,B35,2/24/2023,33.68,EMP025,,,2656
T000301,5/11/2023,P01465,Adjustment,27,BATCH-3215,,D30,4/29/2024,36.17,EMP037,,DAMAGE,1479
T000302,10/28/2022,P01678,Purchase,1462,BATCH-6625,SUP025,C39,6/30/2023,41.49,EMP049,,,5639
T000303,7/24/2023,P01017,Purchase,740,BATCH-8423,SUP142,D42,9/17/2025,14.01,EMP008,PO-2022-04907,,3194
T000304,5/25/2022,P01062,Sale,-43,BATCH-9163,,D23,12/30/2022,12.18,EMP040,,,492
T000305,7/18/2022,P00888,Purchase,897,BATCH-6908,SUP141,B16,3/20/2024,11.12,EMP031,,,4979
T000306,6/1/2022,P01848,Sale,-68,BATCH-6924,,A05,1/13/2024,22.11,EMP027,,,1412
T000307,9/12/2023,P00047,Write-off,-48,BATCH-9886,,A47,6/28/2026,22.68,EMP027,,DAMAGE,2523
T000308,11/20/2023,P00984,Return,32,BATCH-8678,,B37,4/18/2025,21.03,EMP028,,RETURN,2919
T000309,10/22/2023,P00612,Sale,-8,BATCH-6242,,A13,7/9/2024,18.47,EMP009,,,894
T000310,4/23/2023,P00299,Purchase,2843,BATCH-1189,SUP022,D06,7/18/2024,46.9,EMP036,PO-2022-04775,,3487
T000311,2/26/2023,P01502,Purchase,2729,BATCH-3760,SUP124,C30,12/15/2024,44.52,EMP036,PO-2022-00098,,7635
T000312,3/16/2023,P00035,Purchase,2648,BATCH-6178,SUP053,B22,5/8/2025,14.76,EMP041,PO-2022-01524,,7006
T000313,9/18/2023,P01883,Sale,-74,BATCH-3274,,B44,10/10/2025,43.97,EMP033,,,2398
T000314,11/13/2022,P01252,Sale,-87,BATCH-3274,,A46,7/16/2025,34.59,EMP032,,,3838
T000315,11/8/2023,P01125,Purchase,2072,BATCH-8571,SUP142,D35,3/3/2025,15.5,EMP008,PO-2022-01680,,5604
T000316,2/25/2023,P01637,Purchase,2400,BATCH-1609,SUP080,D22,9/5/2024,27.43,EMP048,PO-2022-03525,,8004
T000317,5/13/2023,P01766,Transfer,7,BATCH-5618,,D21,10/15/2025,5.82,EMP040,,,3877
T000318,10/15/2022,P01764,Sale,-55,BATCH-8172,,B44,8/17/2024,1.54,EMP047,,,2488
T000319,8/17/2022,P00345,Sale,-76,BATCH-8440,,C37,11/4/2023,43.71,EMP045,,,1270
T000320,4/1/2022,P00445,Transfer,70,BATCH-3175,,B44,9/11/2023,49.12,EMP038,,,1115
T000321,12/16/2023,P00490,Purchase,681,BATCH-3319,SUP110,D13,2/9/2026,4.26,EMP012,,,4693
T000322,10/31/2022,P00319,Purchase,1424,BATCH-5660,SUP097,C27,9/6/2023,37.69,EMP002,PO-2022-01634,,2299
T000323,1/20/2022,P01747,Sale,-61,BATCH-6142,,B42,5/6/2023,49.61,EMP009,,,960
T000324,2/13/2022,P00075,Purchase,2213,BATCH-3215,SUP042,D49,10/2/2023,29.48,EMP044,,,6673
T000325,4/14/2023,P01079,Purchase,378,BATCH-8200,SUP103,D05,9/26/2025,18.1,EMP011,PO-2022-00358,,2192
T000326,12/18/2022,P00195,Purchase,357,BATCH-2060,SUP110,C06,10/19/2025,17.51,EMP046,PO-2022-01844,,4632
T000327,2/22/2022,P00787,Transfer,17,BATCH-5304,,C27,12/31/2023,1.3,EMP027,,,3734
T000328,5/5/2023,P00798,Purchase,419,BATCH-8303,SUP035,B09,4/5/2025,14.07,EMP038,PO-2022-03946,,3471
T000329,9/22/2023,P00669,Sale,-38,BATCH-1722,,B29,11/19/2024,21.9,EMP032,,,2010
T000330,4/1/2022,P00870,Sale,-14,BATCH-7966,,A30,3/14/2025,31.32,EMP031,,,1083
T000331,10/3/2023,P00686,Sale,-46,BATCH-3499,,C05,5/31/2025,9.27,EMP043,,,4873
T000332,10/21/2022,P01369,Adjustment,14,BATCH-3237,,B05,6/12/2023,12.61,EMP014,,EXPIRED,2551
T000333,12/29/2023,P01466,Sale,-56,BATCH-3200,,C24,11/2/2024,28.36,EMP034,,,3249
T000334,2/18/2022,P00320,Purchase,2624,BATCH-5798,SUP069,D37,1/30/2024,2.52,EMP048,PO-2022-01856,,3301
T000335,7/3/2022,P00293,Sale,-88,BATCH-6450,,A29,11/1/2023,24.56,EMP035,,,2216
T000336,10/11/2023,P00086,Return,4,BATCH-8256,,B50,9/25/2024,7.8,EMP012,,RETURN,1147
T000337,10/6/2022,P01895,Sale,-74,BATCH-5462,,D01,2/17/2024,27.59,EMP029,,,4302
T000338,1/11/2023,P01389,Sale,-14,BATCH-4117,,C03,2/20/2025,2.44,EMP048,,,2683
T000339,1/20/2022,P01907,Purchase,2783,BATCH-5049,SUP131,B35,3/4/2023,33.6,EMP042,,,7014
T000340,1/29/2022,P00135,Sale,-6,BATCH-7136,,D34,6/3/2023,9.92,EMP009,,,1836
T000341,11/24/2023,P01481,Transfer,88,BATCH-4242,,D11,9/23/2024,37.81,EMP022,,,3123
T000342,2/19/2022,P01775,Transfer,48,BATCH-9400,,C41,10/22/2022,1.18,EMP002,,,4879
T000343,10/29/2022,P01351,Purchase,1874,BATCH-1346,SUP029,D27,5/17/2023,21.98,EMP015,PO-2022-00381,,3090
T000344,8/15/2023,P00009,Purchase,2646,BATCH-1696,SUP129,A01,7/12/2025,3.22,EMP031,,,5893
T000345,12/5/2023,P00901,Sale,-26,BATCH-2961,,A01,7/10/2026,36.41,EMP029,,,1553
T000346,8/2/2022,P01830,Sale,-28,BATCH-6453,,C49,6/10/2023,39.71,EMP049,,,3062
T000347,3/27/2022,P01620,Sale,-29,BATCH-5064,,C04,2/15/2025,10.41,EMP035,,,3959
T000348,9/6/2022,P01867,Sale,-33,BATCH-1608,,A14,4/16/2024,29.21,EMP029,,,4519
T000349,11/5/2022,P00061,Sale,-15,BATCH-6434,,D31,3/9/2024,25.16,EMP008,,,1772
T000350,12/19/2022,P01099,Purchase,1394,BATCH-8690,SUP023,A44,11/16/2023,23.55,EMP001,,,5892
T000351,7/8/2023,P00955,Sale,-32,BATCH-8046,,A40,2/15/2025,49.11,EMP033,,,3705
T000352,9/19/2023,P01894,Sale,-19,BATCH-5122,,B30,5/21/2026,38.35,EMP048,,,3052
T000353,3/2/2023,P01234,Purchase,2886,BATCH-7056,SUP113,A09,2/29/2024,28.75,EMP030,,,7787
T000354,2/6/2023,P00173,Purchase,1713,BATCH-8643,SUP073,D45,10/15/2023,1.9,EMP015,,,2434
T000355,10/15/2023,P00208,Purchase,1505,BATCH-7422,SUP139,D12,9/6/2026,14.22,EMP016,,,3281
T000356,1/14/2022,P00743,Sale,-50,BATCH-8079,,C33,3/28/2024,45.02,EMP043,,,1515
T000357,2/6/2023,P01072,Sale,-74,BATCH-2286,,C42,10/31/2024,45.29,EMP002,,,1098
T000358,7/8/2022,P01755,Purchase,1072,BATCH-6588,SUP023,C31,5/31/2024,31.68,EMP013,PO-2022-03443,,2514
T000359,10/4/2022,P01953,Return,36,BATCH-3013,,A38,8/25/2023,43.53,EMP025,,RETURN,1779
T000360,6/15/2022,P01167,Purchase,849,BATCH-1359,SUP104,A13,6/18/2024,28.99,EMP017,,,4983
T000361,6/21/2023,P00305,Sale,-97,BATCH-5294,,D06,5/1/2024,39.53,EMP019,,,3502
T000362,1/17/2023,P00011,Purchase,414,BATCH-7202,SUP072,C48,10/25/2024,20.35,EMP028,,,4448
T000363,10/7/2023,P01648,Purchase,2009,BATCH-5274,SUP099,C20,12/25/2025,21.12,EMP034,,,6041
T000364,9/20/2023,P01223,Purchase,1553,BATCH-3236,SUP024,B48,7/12/2025,5.19,EMP045,,,4231
T000365,11/16/2023,P00835,Sale,-21,BATCH-2314,,A29,4/13/2026,17.1,EMP033,,,3386
T000366,11/10/2023,P01726,Return,7,BATCH-8703,,D36,3/4/2025,1.81,EMP009,,RETURN,3614
T000367,8/17/2023,P01409,Purchase,1372,BATCH-6225,SUP114,D08,3/6/2026,14.53,EMP010,PO-2022-03721,,3158
T000368,12/24/2022,P01173,Purchase,1751,BATCH-2863,SUP008,B36,7/31/2023,41.27,EMP029,PO-2022-04406,,7768
T000369,6/5/2023,P00277,Adjustment,24,BATCH-5004,,D27,5/6/2025,21.26,EMP023,,RETURN,2438
T000370,3/25/2022,P01421,Purchase,1842,BATCH-5971,SUP034,C21,10/3/2022,12.85,EMP025,PO-2022-01105,,5119
T000371,12/26/2023,P00964,Purchase,2162,BATCH-2906,SUP071,C17,2/11/2025,24.11,EMP008,,,4400
T000372,4/3/2023,P00725,Sale,-13,BATCH-1946,,C17,3/15/2025,36.71,EMP044,,,818
T000373,7/23/2022,P01497,Sale,-66,BATCH-3142,,C05,2/27/2024,13.38,EMP022,,,3611
T000374,11/7/2022,P00642,Sale,-77,BATCH-2792,,D37,10/20/2025,21.34,EMP020,,,3669
T000375,12/4/2023,P01285,Purchase,2904,BATCH-2978,SUP147,C40,8/18/2025,49.95,EMP037,,,7702
T000376,4/11/2023,P00631,Adjustment,11,BATCH-6372,,C22,12/6/2024,3.87,EMP003,,OTHER,2937
T000377,2/25/2022,P01582,Purchase,250,BATCH-9989,SUP069,A06,10/27/2024,46.31,EMP027,,,4610
T000378,11/16/2023,P01629,Sale,-62,BATCH-7189,,A05,5/16/2025,13.6,EMP002,,,3893
T000379,12/16/2023,P01348,Purchase,1488,BATCH-4161,SUP122,D05,4/24/2026,7.11,EMP012,,,5036
T000380,5/13/2022,P00854,Transfer,90,BATCH-8408,,C37,3/21/2024,45.72,EMP048,,,2379
T000381,2/5/2022,P00988,Return,16,BATCH-9424,,A06,9/3/2024,28.21,EMP008,,RETURN,3972
T000382,11/4/2023,P00224,Sale,-42,BATCH-1892,,A36,8/6/2026,46.79,EMP034,,,4661
T000383,6/9/2023,P01963,Purchase,2121,BATCH-5758,SUP007,B01,3/30/2024,6.94,EMP003,PO-2022-02546,,3652
T000384,10/29/2023,P01742,Sale,-64,BATCH-8705,,A23,7/6/2026,45.58,EMP048,,,2098
T000385,2/24/2022,P00017,Purchase,2784,BATCH-8161,SUP068,C25,7/15/2023,32.04,EMP003,,,6417
T000386,12/14/2023,P00835,Purchase,966,BATCH-5428,SUP146,C03,7/12/2025,17.1,EMP012,PO-2022-00174,,4352
T000387,11/15/2022,P00648,Sale,-72,BATCH-7271,,A50,2/15/2024,29.87,EMP012,,,3296
T000388,10/24/2023,P01115,Sale,-19,BATCH-3995,,C33,5/4/2025,29.95,EMP016,,,663
T000389,1/4/2023,P01705,Purchase,1376,BATCH-3625,SUP115,A35,4/19/2025,44.29,EMP039,,,6062
T000390,9/1/2022,P01609,Purchase,1196,BATCH-3046,SUP123,D18,11/10/2024,22.19,EMP024,,,5941
T000391,12/6/2022,P00097,Adjustment,-15,BATCH-2298,,D43,5/1/2025,1.37,EMP024,,DAMAGE,4224
T000392,3/5/2022,P01603,Purchase,2589,BATCH-5932,SUP145,B19,9/28/2022,33.1,EMP027,PO-2022-00922,,3306
T000393,4/3/2023,P00844,Purchase,1003,BATCH-4934,SUP128,A25,7/24/2024,21.72,EMP030,PO-2022-00724,,3130
T000394,3/7/2022,P00529,Purchase,377,BATCH-9258,SUP011,B50,9/30/2022,40.19,EMP011,PO-2022-04552,,4252
T000395,1/28/2023,P00720,Purchase,360,BATCH-7879,SUP076,B14,8/11/2025,40.25,EMP043,PO-2022-04185,,4276
T000396,10/27/2023,P01204,Sale,-93,BATCH-8422,,B49,6/19/2026,31.17,EMP025,,,2780
T000397,10/31/2022,P01097,Sale,-51,BATCH-5865,,A49,9/18/2023,6.69,EMP030,,,5659
T000398,12/30/2023,P00345,Purchase,2641,BATCH-8695,SUP140,C05,4/14/2026,43.71,EMP024,PO-2022-04631,,3911
T000399,10/8/2023,P01545,Purchase,2107,BATCH-1547,SUP133,A45,6/8/2025,49.97,EMP045,PO-2022-04339,,5355
T000400,9/3/2022,P01613,Adjustment,-6,BATCH-9980,,A26,10/18/2024,4.91,EMP012,,COUNT_ERROR,2745
T000401,10/20/2022,P00241,Purchase,2468,BATCH-4727,SUP052,D26,12/21/2024,19.74,EMP028,,,5402
T000402,8/7/2023,P01577,Purchase,771,BATCH-1776,SUP094,B22,8/3/2024,46.9,EMP043,,,1293
T000403,2/2/2023,P00014,Purchase,268,BATCH-3635,SUP119,A14,4/5/2025,42.6,EMP028,,,3633
T000404,10/13/2022,P00335,Sale,-85,BATCH-5873,,C14,8/25/2024,26.11,EMP011,,,723
T000405,2/27/2023,P00070,Sale,-15,BATCH-8168,,B48,1/4/2024,3.13,EMP038,,,1090
T000406,3/4/2023,P01191,Sale,-86,BATCH-3695,,D36,3/1/2025,48.05,EMP032,,,5619
T000407,9/27/2023,P00924,Sale,-10,BATCH-2893,,B34,5/28/2026,20.04,EMP036,,,2711
T000408,9/18/2022,P00977,Purchase,1478,BATCH-5337,SUP138,C28,1/20/2024,24.26,EMP034,PO-2022-03566,,6472
T000409,5/12/2022,P01712,Purchase,543,BATCH-8913,SUP125,B24,2/8/2025,26.7,EMP006,PO-2022-03574,,4440
T000410,8/11/2023,P01228,Sale,-82,BATCH-7424,,D13,8/7/2025,26.52,EMP025,,,1032
T000411,11/20/2023,P01079,Purchase,2575,BATCH-2120,SUP078,B35,5/20/2024,18.1,EMP045,,,4767
T000412,11/25/2022,P00233,Adjustment,-17,BATCH-2104,,B16,8/28/2023,12.37,EMP037,,EXPIRED,3932
T000413,1/31/2022,P00982,Sale,-20,BATCH-8497,,A47,5/19/2024,38.06,EMP001,,,4231
T000414,4/23/2023,P01619,Purchase,1764,BATCH-8616,SUP011,A42,5/16/2024,43.77,EMP025,PO-2022-03537,,2603
T000415,6/13/2022,P01887,Purchase,2143,BATCH-6103,SUP149,D01,7/17/2023,11.67,EMP006,PO-2022-01331,,3482
T000416,7/25/2022,P00636,Purchase,2961,BATCH-8594,SUP111,C01,7/9/2024,26.3,EMP003,PO-2022-00550,,6385
T000417,8/23/2022,P00602,Sale,-71,BATCH-5285,,C37,8/26/2023,30.69,EMP045,,,2784
T000418,1/16/2022,P01399,Purchase,2557,BATCH-8783,SUP108,B06,7/29/2023,8.39,EMP030,PO-2022-00547,,6013
T000419,3/19/2022,P00535,Return,36,BATCH-4581,,D25,10/27/2023,13.23,EMP011,,RETURN,1402
T000420,7/7/2023,P00015,Sale,-52,BATCH-7561,,B07,11/13/2024,2.25,EMP033,,,706
T000421,5/29/2022,P00408,Purchase,1736,BATCH-7731,SUP108,A31,12/27/2022,34.3,EMP034,,,3582
T000422,10/13/2022,P00517,Sale,-87,BATCH-8946,,C17,7/17/2025,2.47,EMP013,,,6177
T000423,12/19/2023,P00721,Write-off,-12,BATCH-4785,,A13,11/6/2024,2.24,EMP018,,DAMAGE,1217
T000424,8/11/2023,P00630,Purchase,1668,BATCH-9558,SUP089,B05,4/20/2026,17.57,EMP022,PO-2022-03624,,4519
T000425,3/12/2022,P01630,Purchase,1266,BATCH-5123,SUP024,C36,6/16/2024,3.57,EMP039,,,6173
T000426,9/4/2023,P00468,Adjustment,-17,BATCH-7539,,D03,6/30/2024,34.57,EMP018,,COUNT_ERROR,4838
T000427,3/14/2023,P00751,Write-off,-59,BATCH-5804,,C19,7/22/2025,6.84,EMP047,,OTHER,1550
T000428,7/31/2022,P01948,Sale,-40,BATCH-5392,,C41,1/25/2025,13.88,EMP049,,,5757
T000429,10/6/2023,P01890,Purchase,200,BATCH-2075,SUP071,B37,3/1/2026,36.61,EMP015,PO-2022-02741,,4348
T000430,12/11/2022,P01885,Purchase,1714,BATCH-5996,SUP108,A47,7/17/2023,26.73,EMP037,,,3541
T000431,3/1/2023,P01372,Purchase,554,BATCH-3693,SUP075,A47,11/19/2025,39.53,EMP018,,,1939
T000432,8/14/2023,P00894,Purchase,2591,BATCH-2304,SUP142,C50,3/11/2026,20.32,EMP031,,,7411
T000433,2/11/2023,P00604,Purchase,919,BATCH-4846,SUP042,B17,3/20/2025,39.1,EMP019,PO-2022-03546,,3142
T000434,8/25/2023,P01310,Sale,-18,BATCH-6597,,B13,3/17/2026,24.61,EMP007,,,6235
T000435,7/7/2022,P01998,Transfer,63,BATCH-6809,,B38,3/18/2024,34.46,EMP011,,,3604
T000436,1/14/2023,P00295,Sale,-56,BATCH-4568,,C07,8/9/2024,33.19,EMP033,,,4142
T000437,10/3/2022,P00874,Purchase,198,BATCH-8108,SUP123,B20,2/8/2024,29.7,EMP001,PO-2022-00487,,2514
T000438,3/28/2023,P01433,Sale,-59,BATCH-7224,,D07,7/31/2025,29.77,EMP034,,,1559
T000439,12/4/2022,P00246,Sale,-76,BATCH-2736,,B21,12/11/2023,11.22,EMP039,,,2994
T000440,7/8/2023,P00674,Adjustment,-3,BATCH-2015,,B11,9/6/2025,25.5,EMP040,,EXPIRED,2781
T000441,7/1/2022,P01595,Sale,-95,BATCH-9451,,D17,7/23/2023,30.27,EMP042,,,1275
T000442,5/19/2022,P00203,Purchase,668,BATCH-3386,SUP132,C50,3/31/2023,26.23,EMP038,PO-2022-04200,,4641
T000443,7/23/2023,P00579,Sale,-30,BATCH-2984,,D04,10/12/2025,15.92,EMP008,,,606
T000444,2/23/2022,P01824,Purchase,2000,BATCH-4239,SUP073,C24,7/30/2023,9.45,EMP013,PO-2022-01224,,5397
T000445,12/5/2022,P00024,Purchase,2045,BATCH-1788,SUP081,A34,3/18/2024,19.02,EMP019,,,3286
T000446,9/20/2023,P01316,Sale,-26,BATCH-3659,,C31,3/2/2026,25.2,EMP049,,,4704
T000447,9/27/2022,P00515,Purchase,601,BATCH-3124,SUP107,D13,8/21/2023,21.74,EMP003,PO-2022-03215,,4174
T000448,8/18/2023,P00534,Purchase,822,BATCH-6496,SUP118,B01,7/17/2025,40,EMP026,,,2668
T000449,7/17/2023,P00246,Purchase,345,BATCH-7931,SUP054,D06,5/9/2026,11.22,EMP003,PO-2022-01376,,3339
T000450,5/26/2022,P01536,Purchase,2443,BATCH-7054,SUP043,A22,3/20/2023,7.1,EMP026,PO-2022-02970,,7415
T000451,7/31/2022,P00728,Sale,-76,BATCH-1733,,C27,7/11/2023,41.64,EMP049,,,2182
T000452,10/6/2022,P00772,Sale,-85,BATCH-4384,,B43,5/10/2023,14.83,EMP006,,,1331
T000453,2/16/2023,P00648,Sale,-16,BATCH-6614,,B29,9/14/2024,29.87,EMP013,,,3280
T000454,1/2/2023,P00450,Purchase,733,BATCH-5494,SUP031,C08,8/26/2024,4.7,EMP010,PO-2022-01254,,1752
T000455,6/27/2023,P01834,Sale,-59,BATCH-9566,,C04,9/13/2025,34.97,EMP042,,,3720
T000456,2/12/2022,P01252,Purchase,1456,BATCH-8651,SUP096,D49,9/6/2023,34.59,EMP034,PO-2022-01784,,5294
T000457,12/22/2022,P00055,Write-off,-74,BATCH-4726,,A16,10/1/2023,34.47,EMP025,,EXPIRED,2526
T000458,1/29/2022,P00776,Sale,-55,BATCH-5210,,B41,2/11/2024,41.31,EMP013,,,4621
T000459,9/10/2023,P01527,Purchase,2476,BATCH-4214,SUP130,C40,5/29/2025,14.78,EMP024,PO-2022-03465,,4221
T000460,6/26/2023,P00526,Purchase,1253,BATCH-9895,SUP140,C49,9/23/2024,23.46,EMP040,PO-2022-01378,,4672
T000461,7/15/2022,P00409,Adjustment,-24,BATCH-6669,,B40,4/8/2025,22.21,EMP017,,DAMAGE,4276
T000462,3/31/2022,P00885,Sale,-19,BATCH-4960,,D34,9/6/2024,47.71,EMP045,,,2035
